TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,TransactionAmount_binned,CustomerAge_binned,Target
0.007207441957422414,1,0,0.8387096774193548,0,0.24482758620689654,0.33683185966818,low,senior,2
0.1959402767282487,1,0,0.8064516129032258,0,0.45172413793103444,0.9180546275595326,low,senior,2
0.0656799645621075,1,2,0.016129032258064557,3,0.1586206896551724,0.06863734931174438,low,young,1
0.0960158428225239,1,2,0.12903225806451613,3,0.05172413793103449,0.569197956003802,low,young,1
0.006873908851655939,0,2,0.435483870967742,3,0.6482758620689656,0.4925911187531677,low,adult,1
0.04788805795137713,1,0,0.0,3,0.5586206896551724,0.045737843102722775,low,,1
0.003554212158323996,0,0,0.30645161290322587,0,0.44482758620689655,0.8883303734554748,low,young,2
0.08919925997342157,0,1,0.7903225806451613,2,0.9689655172413792,0.18115460779713835,low,senior,1
0.05522578627823957,0,1,0.532258064516129,1,0.26206896551724135,0.6045605421617909,low,adult,2
0.4250983662089272,1,0,0.5967741935483871,0,0.3793103448275862,0.06188385358620237,medium,adult,2
0.009130468770357246,0,2,0.5483870967741935,1,0.16896551724137931,0.5040264197666963,low,adult,0
0.09889256585975975,1,2,0.04838709677419356,3,0.5620689655172414,0.09595919536134934,low,young,1
0.2575813638377153,0,1,0.09677419354838712,3,0.3482758620689655,0.10209024288923516,medium,young,1
0.40727519086953123,1,0,0.12903225806451613,3,0.3896551724137931,0.005944850820811549,medium,young,1
0.08689058550694426,1,2,0.0,3,0.4275862068965517,0.013355076448200345,low,,1
0.2424316647992287,1,0,0.29032258064516125,1,0.4103448275862069,0.22614430312017286,medium,young,2
0.2895171587148552,0,1,0.016129032258064557,3,0.5103448275862069,0.06923627084966197,medium,young,1
0.2567527425280767,1,2,0.33870967741935487,1,0.7724137931034483,0.3366812890458528,medium,adult,0
0.00959949970034135,0,1,0.6612903225806451,2,0.3310344827586207,0.5274757776233234,low,senior,1
0.037115980926075515,0,2,0.0,3,0.5482758620689655,0.4347283074114356,low,,1
0.030778851916512494,1,1,0.8548387096774193,2,0.09655172413793102,0.3797633083592239,low,senior,1
0.04456314980326758,1,1,0.32258064516129037,0,0.2862068965517241,0.607992073532239,low,young,2
0.027068296114860464,1,2,0.33870967741935487,1,0.3793103448275862,0.5964801428269905,low,adult,0
0.18009745420434112,1,2,0.06451612903225812,3,0.4551724137931034,0.0874687599568185,low,young,1
0.07571201500898975,1,2,0.04838709677419356,3,0.296551724137931,0.12299132740103008,low,young,1
0.0037678818042056438,0,2,0.7580645161290323,2,0.9172413793103449,0.23751305729615496,low,senior,0
0.128550954999088,1,0,0.08064516129032262,3,0.5103448275862069,0.03845600581847905,low,young,1
0.020877087839070278,1,1,0.30645161290322587,1,0.29310344827586204,0.1737793360642184,low,young,2
0.06628449331630924,1,2,0.4193548387096775,0,0.6448275862068966,0.11231022387969408,low,adult,0
0.029137243661568127,1,1,0.14516129032258068,3,0.9413793103448276,0.08405336115304833,low,young,1
0.014618130651171273,0,2,0.6612903225806451,0,0.034482758620689655,0.5534290442664186,low,senior,0
0.03067462282096047,1,0,0.1774193548387097,0,0.8517241379310345,0.6535296039320443,low,young,2
0.20647262683378065,1,0,0.5,1,0.5448275862068966,0.6445565359077325,medium,adult,2
0.4573312140083904,1,2,0.06451612903225812,3,0.4827586206896552,0.020014465534787865,medium,young,1
0.13289209682882977,0,1,0.435483870967742,0,0.13793103448275862,0.9891024512090688,low,adult,2
0.06488261198113453,1,1,0.5,1,0.1206896551724138,0.3806929475140387,low,adult,2
0.04058159835318029,1,1,0.12903225806451613,3,0.46551724137931033,0.05373220208190774,low,young,1
0.3382338379758709,1,0,0.9193548387096775,2,0.4379310344827586,0.3209446424418253,medium,senior,1
0.4143367120931808,1,0,0.7741935483870968,0,0.27586206896551724,0.5252246123814761,medium,senior,2
0.17477655887641036,1,2,0.5967741935483871,2,0.7103448275862069,0.061716478206919,low,adult,0
0.17104515725564792,1,0,0.7258064516129032,2,0.3758620689655172,0.28382629527705666,low,senior,1
0.017593871329181544,1,2,0.32258064516129037,0,0.031034482758620682,0.9486776000656059,low,young,0
0.12567944341662976,0,2,0.6290322580645161,0,0.36551724137931035,0.8910399724670863,low,adult,0
0.028694270005472026,1,0,0.016129032258064557,3,0.36896551724137927,0.009446962170475522,low,young,1
0.1584542825129635,1,1,0.14516129032258068,3,0.07931034482758621,0.05158119319151912,low,young,1
0.22670349428042838,1,1,0.903225806451613,2,0.27586206896551724,0.3073274117851088,medium,senior,1
0.08558772181254397,1,1,0.12903225806451613,3,0.22413793103448276,0.09464573555765579,low,young,1
